text_id,source,post_text,timestamp,likes,comments,shares
2092680372542689750,twitter,BREAKING: Boston Scientific reports global cyberattack disrupting operations across its medical-device business.,Wed Aug 26 18:27:35 +0000 2026,5,0,1
2092689793834533256,twitter,"Boston Scientific makes a range of medical treatment technologies, including devices to support heart health, for cancer care and to detect gastrointestinal conditions. https://t.co/BlPaVGqBes",Wed Aug 26 19:05:01 +0000 2026,1,0,0
2092693854961176686,twitter,"Medical device manufacturer Boston Scientific says a cyberattack disrupted some of its IT systems and global operations, including order processing and shipping (@billtoulas / BleepingComputer)

(Visit Techmeme dot com for the link and full context!)",Wed Aug 26 19:21:10 +0000 2026,2,3,0
2092701152395620861,twitter,"Boston Scientific said on Wednesday that a cybersecurity incident had disrupted global operations, including some information systems used to process and ship customer orders. https://t.co/eroz1xHPYN",Wed Aug 26 19:50:09 +0000 2026,1,0,3
2092713737660616816,twitter,"Boston Scientific hit by cyberattack, global operations affected https://t.co/uMXuVeCL1v https://t.co/uMXuVeCL1v",Wed Aug 26 20:40:10 +0000 2026,9,1,8
2092718865432055947,twitter,"Boston Scientific hit by a cyberattack, with global operations affected https://t.co/JfjbMUaI3b",Wed Aug 26 21:00:33 +0000 2026,2,0,3
2092780382160912836,twitter,"DAILY TECH NEWS ROUNDUP 🚨

Everything important that happened in tech during the last 24 hours:

• NVIDIA posted record $96.2B quarterly revenue as data-center sales hit $89B, underscoring accelerating AI infrastructure demand.

• OpenAI revealed its first custom inference chip, with Sam Altman saying “we made a chip and it is fast” as the company targets deployment by year-end.

• The DOJ and FBI seized infrastructure used by a China-linked hacking operation that targeted U.S. government and critical infrastructure networks.

• Meta agreed to pay up to $18B and impose strict new limits and age controls on teen Facebook and Instagram accounts.

• Boston Scientific suffered a global cyberattack that disrupted systems used to process and ship medical-device orders.

• AWS agreed to acquire DuckLabs, bringing the team behind open-source DuckDB into its cloud analytics business while keeping DuckDB independent and MIT-licensed.

• https://t.co/l3nfUDvApa released the open-weight GLM-5.3-Flash, a 320B-parameter multimodal model with a 1M-token context window and ultra-low API pricing.

• Alibaba’s Qwen team open-sourced Qwen3.8-Flash-Next, previewing the architecture and efficiency innovations planned for Qwen4.

• IBM completed its acquisition of HRL Laboratories, adding silicon-spin quantum computing expertise to its superconducting quantum program.

• Salesforce raised its outlook after $11.35B in quarterly revenue and expanded its Anthropic partnership through Claudeforce.

• GPUThor researchers demonstrated Rowhammer attacks capable of bypassing ECC protections on NVIDIA Ampere GPUs and achieving privilege escalation.

• Google is moving its roughly 90-person AI responsibility team from DeepMind to Global Affairs, raising concerns among researchers about the group’s independence.",Thu Aug 27 01:04:59 +0000 2026,6,1,0
2092842818230194400,twitter,"Η κυβερνοασφάλεια δεν μπορεί να εγγυηθεί το απρόσβλητο. Μπορούμε όμως να χτίσουμε ανθεκτικότητα.

Αν το Υπουργείο Δικαιοσύνης των ΗΠΑ, η Federal Reserve, το Υπουργείο Ενέργειας, η NASA, ακόμη και η Γερουσία μπορούν να βρεθούν στο στόχαστρο μιας εξελιγμένης, κρατικά υποστηριζόμενης κυβερνοεπιχείρησης, μπορεί άραγε οποιοσδήποτε οργανισμός να θεωρεί ότι βρίσκεται εκτός εμβέλειας;

Αυτή την εβδομάδα, οι αμερικανικές αρχές προχώρησαν στην εξάρθρωση υποδομών κυβερνοεπιθέσεων που φέρεται να διαχειριζόταν εταιρεία με έδρα την Κίνα, στους πελάτες της οποίας περιλαμβάνονταν το Υπουργείο Κρατικής Ασφάλειας της Κίνας και ο Λαϊκός Απελευθερωτικός Στρατός. Ορισμένες από τις απόπειρες πέτυχαν. Άλλες απέτυχαν.

Αυτή η διάκριση έχει σημασία. Στο σημερινό περιβάλλον απειλών, πρέπει να θεωρούμε τις απόπειρες δεδομένες.

Το πραγματικό ερώτημα είναι: τι συμβαίνει μετά;

Κυβερνοεπίθεση στην Boston Scientific προκάλεσε προβλήματα στις παγκόσμιες λειτουργίες της, επηρεάζοντας μεταξύ άλλων συστήματα που υποστηρίζουν παραγγελίες και αποστολές ιατροτεχνολογικών προϊόντων.

Στη Νορβηγία, μεγάλη επίθεση DDoS προκάλεσε διακοπές σε δέκα ψηφιακές δημόσιες υπηρεσίες, με επιπτώσεις και σε τμήματα του συστήματος υγείας.

Εθνική ασφάλεια. Υγεία. Ψηφιακό κράτος.

Διαφορετικές απειλές. Ένα κοινό συμπέρασμα: κανένας οργανισμός δεν μπορεί να εγγυηθεί ότι είναι απρόσβλητος.

Η πρόληψη παραμένει απαραίτητη. Το ίδιο όμως ισχύει για τον έγκαιρο εντοπισμό, την επιχειρησιακή συνέχεια, τον περιορισμό των επιπτώσεων και την ανάκαμψη.

Γι’ αυτό έχει σημασία η NIS2.

Αν η εφαρμογή της μετατραπεί σε ακόμη μία άσκηση συμμόρφωσης, με πολιτικές και κουτάκια που πρέπει να συμπληρωθούν, θα έχουμε χάσει τον πραγματικό της σκοπό.

Η ουσιαστική της αξία είναι και πολιτισμική.

Η διαχείριση κινδύνων, η αντιμετώπιση περιστατικών, η επιχειρησιακή συνέχεια, η ασφάλεια της εφοδιαστικής αλυσίδας και η λογοδοσία της διοίκησης πρέπει να αποτελούν μέρος του τρόπου λειτουργίας κάθε οργανισμού.

Μπορείς να συμμορφωθείς με ένα checklist. Δεν μπορείς να χτίσεις ανθεκτικότητα με ένα checklist.

Η κουλτούρα ξεκινά από την κορυφή. Η κυβερνοασφάλεια δεν μπορεί πλέον να ανατίθεται απλώς στο τμήμα IT.

Η Τεχνητή Νοημοσύνη μπορεί να αναλύσει τεράστιο όγκο δεδομένων ασφαλείας, να εντοπίσει ανωμαλίες και να επιταχύνει τον εντοπισμό και την αντιμετώπιση απειλών. Μπορεί όμως να αξιοποιηθεί και από τους επιτιθέμενους.

Η ΤΝ δεν μπορεί να δημιουργήσει οργανωσιακή κουλτούρα, να ασκήσει ηγεσία ή να αντικαταστήσει την ανθρώπινη κρίση.

Μπορεί να μειώσει τον χρόνο μεταξύ μιας εισβολής και του εντοπισμού της. Δεν μπορεί να αντικαταστήσει την ετοιμότητα.

Για την Κύπρο, αυτό είναι ιδιαίτερα σημαντικό.

Η οικονομία μας είναι μικρή, ανοικτή και εξαρτάται ολοένα περισσότερο από διασυνδεδεμένες ψηφιακές υπηρεσίες. Η NIS2 επεκτείνει το πλαίσιο ανθεκτικότητας σε ένα πολύ ευρύτερο μέρος της οικονομίας και του δημόσιου τομέα μας.

Όμως η νομοθεσία από μόνη της δεν θα καταστήσει την Κύπρο ανθεκτική.

Πρέπει να μετατρέψουμε τη συμμόρφωση σε πραγματική ικανότητα: ισχυρότερη κουλτούρα κυβερνοασφάλειας, προετοιμασμένη ηγεσία, εκπαιδευμένους ανθρώπους και δοκιμασμένα σχέδια επιχειρησιακής συνέχειας.

Καθώς η Κύπρος επιδιώκει να ανταγωνιστεί μέσω της τεχνολογίας, της καινοτομίας και υπηρεσιών υψηλότερης προστιθέμενης αξίας, η ψηφιακή εμπιστοσύνη μπορεί να αποτελέσει ανταγωνιστικό πλεονέκτημα. Αλλά μόνο αν την κερδίσουμε.

Όσο περισσότερο η οικονομία μας εξαρτάται από ψηφιακές υποδομές, τόσο περισσότερο η κυβερνοανθεκτικότητα γίνεται οικονομική ανθεκτικότητα.

Ο στόχος δεν είναι το απρόσβλητο. Ένας τέτοιος κόσμος δεν υπάρχει.

Ο στόχος είναι να μπορούμε να διατηρούμε τις κρίσιμες λειτουργίες, να ανακάμπτουμε γρήγορα και να μαθαίνουμε.

Αυτό σημαίνει πραγματική κυβερνοανθεκτικότητα.

Η NIS2 δεν είναι απλώς ακόμη μία κανονιστική υποχρέωση. Είναι επένδυση στην ανθεκτικότητα, την ανταγωνιστικότητα και το μέλλον της Κύπρου.

#CyberSecurity #NIS2 #CyberResilience #Cyprus",Thu Aug 27 05:13:05 +0000 2026,5,0,1
2092858444512460998,twitter,Boston Scientific is dealing with a cybersecurity attack that is disrupting its operations as the company works to restore its systems. https://t.co/9SzMfqvjh0,Thu Aug 27 06:15:11 +0000 2026,1,0,0
2092915115167273265,twitter,"ボストン・サイエンティフィック社、進行中のサイバー攻撃による「世界的な混乱」を公表 

Boston Scientific discloses 'global disruption' in ongoing cyberattack  #Register (Aug 26)

https://t.co/Nxme6xff4j",Thu Aug 27 10:00:22 +0000 2026,4,0,3
2092915724553793846,twitter,Boston Scientific Reveals Global Disruption After Cyber Incident https://t.co/gkeEgdA2Ms #cybersecurity #infosec #hacking,Thu Aug 27 10:02:47 +0000 2026,0,0,0
2092919903032340674,twitter,Cyberattack Causes Global Disruption at Boston Scientific https://t.co/XQ3lxW1NQW,Thu Aug 27 10:19:24 +0000 2026,2,0,1
2092946360488096067,twitter,Boston Scientific who makes my pacemaker had a cyberattack.  Nothing shocks me anymore.,Thu Aug 27 12:04:32 +0000 2026,7,1,0
2092948544793772436,twitter,Boston Scientific says cyberattack is causing a ‘global disruption’ to medical device operations https://t.co/cAJYjqPGn2,Thu Aug 27 12:13:12 +0000 2026,1,0,0
2092967045423943873,twitter,"A CYBERATTACK JUST BECAME A SUPPLY-CHAIN PROBLEM.

BOSTON SCIENTIFIC SAYS ITS IT DISRUPTION IS AFFECTING CUSTOMER-ORDER PROCESSING AND SHIPMENTS WORLDWIDE.

THE STOCK LOST ROUGHLY $2.5B IN MARKET VALUE.

THE BIGGER LESSON:

CYBER RISK ISN'T JUST ABOUT STOLEN DATA ANYMORE.

IT'S OPERATIONAL RISK.",Thu Aug 27 13:26:43 +0000 2026,3,0,1
2092972507792073140,twitter,"Cyberattack causes network outage at Boston Scientific, disrupts global operations https://t.co/jIGZCPRq2e",Thu Aug 27 13:48:26 +0000 2026,1,0,0
2092985655403888866,twitter,"The Boston Scientific cyberattack is another reminder of the real-world impact of cybercrime on healthcare operations.

Read the CBS News coverage, featuring BlackFog: https://t.co/TARxlxO0GM https://t.co/GJwt638Vlv",Thu Aug 27 14:40:40 +0000 2026,1,0,0
2093001980796973436,twitter,"🚨 🤖  Boston Scientific attack disrupts shipments

A global network outage limited systems used to process and ship medical-device orders.

🔗 read more: https://t.co/NJILA1Uapx

#ransomNews #cyberthreats #Healthcare",Thu Aug 27 15:45:32 +0000 2026,4,0,0
2093008583705190572,twitter,If you have a Boston Scientific pacemaker/defib.  Your transmitter may be failing to transmit daily.  I’ve never had a problem before this cyberattack.   Getting a new box and transmitter but no estimate on when they will ship as they are ‘down’,Thu Aug 27 16:11:47 +0000 2026,3,0,2
2093035820764590495,twitter,"Boston Scientific says a cyberattack is causing a ""global disruption"" to operations. Order processing is down and they have not said what got in or how far.

A medical device maker with hospitals waiting on shipments. Ransomware crews know exactly who pays fast.
@bostonsci @techimpactTV https://t.co/4LsxrEK4U0
https://t.co/KMuQOQZtYj",Thu Aug 27 18:00:01 +0000 2026,5,0,0
2093039236786040951,twitter,Shifts cancelled at Boston Scientific in Cork after cyberattack https://t.co/ISqT8BmB5j,Thu Aug 27 18:13:35 +0000 2026,3,0,0
2093042910748975324,twitter,Shifts cancelled at Boston Scientific in Cork after cyberattack https://t.co/LUHH9yBiv3,Thu Aug 27 18:28:11 +0000 2026,2,0,1
2093059006814163437,twitter,"🇺🇸🚨 BOSTON SCIENTIFIC DISCLOSES CYBERATTACK CAUSING GLOBAL OPERATIONAL DISRUPTION

Boston Scientific Corporation has disclosed a cybersecurity incident affecting certain IT systems and disrupting the medical technology company's operations globally.

The incident was identified on August 25, 2026, according to the company's Form 8-K disclosure.

* Certain information systems and business applications have been disrupted or remain inaccessible
* The incident is affecting Boston Scientific's ability to process and ship customer orders
* Disruptions are expected to continue
* The timeline for full restoration is currently unknown
* Boston Scientific activated its incident-response protocols
* Third-party cybersecurity experts have been brought in to investigate and contain the threat
* The full scope, nature and operational/financial impact remain under investigation
* The company has not yet determined whether the incident is reasonably likely to have a material impact

⚠️ Analyst Note:

The operational impact is particularly important.

This isn't simply a disclosure of unauthorized access: Boston Scientific explicitly says the incident has caused a global disruption and is interfering with its ability to process and ship customer orders.

Given Boston Scientific's role in the medical-device ecosystem, prolonged disruption could potentially create downstream supply-chain implications for healthcare organizations.

At this stage, Boston Scientific has NOT publicly attributed the incident to ransomware or any specific threat actor, and the disclosure does not confirm data theft.

We will continue monitoring dark-web and ransomware channels for any claims related to the incident.

Source: Boston Scientific Corporation — Form 8-K, August 26, 2026
https://t.co/P4daAQNiS0

#DDW #CyberSecurity #BostonScientific #Healthcare",Thu Aug 27 19:32:09 +0000 2026,17,3,4
2093062318850560250,twitter,Boston Scientific is dealing with a cybersecurity attack that is disrupting its operations as the company works to restore its systems. https://t.co/xoVnnLbRqd,Thu Aug 27 19:45:18 +0000 2026,6,2,1
2093131195861385726,twitter,Cyberattack Causes Global Disruption at Boston Scientific https://t.co/XQ3lxW2lGu,Fri Aug 28 00:19:00 +0000 2026,4,0,1
2093350194347745434,twitter,"📢Boston Scientific cybersecurity incident – BHRS update

No impact to device function or remote monitoring for patients enrolled before 25/8/26.

BHRS has published an update for clinical teams, including guidance to share with patients.

Full update: https://t.co/xmuVYPPtT0",Fri Aug 28 14:49:13 +0000 2026,2,0,1
2093401602866483710,twitter,No timeline for restoration of operations at Boston Scientific after cyberattack https://t.co/YWYM5vO3rN,Fri Aug 28 18:13:30 +0000 2026,4,0,0
2094094485290463455,twitter,"Boston Scientific Cyberattack Update : $BSX 

This morning I spoke with a person who has been employed by Boston for 25 years and holds a higher position. 

Employees worldwide have been put on leave with no indication of return date. 

My source is not aware of any ransomware group taking credit but says that is something being well kept behind closed doors .

As far as data of patients and hospitals being stolen that remains under investigation. 

This cyberattack was very serious and very damaging. 

My source says they will contact me as soon as more information comes avaliable to them . 

The cyberattack happened on or around August 25th .",Sun Aug 30 16:06:46 +0000 2026,7,0,2
2094377624667656454,twitter,Boston Scientific Still Recovering From Cyberattack https://t.co/w6wx9GYdld,Mon Aug 31 10:51:52 +0000 2026,6,0,1
2094401304298656044,twitter,Boston Scientific Still Recovering From Cyberattack https://t.co/ROky2XTCZ2,Mon Aug 31 12:25:57 +0000 2026,0,0,0
2094618999120449979,twitter,Boston Scientific Still Recovering From Cyberattack https://t.co/w6wx9GYLaL,Tue Sep 01 02:51:00 +0000 2026,3,0,0
2095078256445739104,twitter,"Did 1 of @bostonsci visa workers get careless w/ cybersecurity @SecMullinDHS @SecKennedy @howardlutnick? (thread)

https://t.co/bvpYCzk07S",Wed Sep 02 09:15:55 +0000 2026,11,1,4
2095927800826143077,twitter,"$BSX Stepping aside here and reassessing near-term risk and operational reality...

When Boston Scientific first filed their 8-K disclosing a cybersecurity incident that disrupted order processing, my initial take was to treat it as standard headline noise... simple order deferrals rather than a structural issue. But as I've dug deeper into the supply-chain data and operational precedents across the sector, intellectual honesty requires admitting this disruption could easily carry more weight than first meets the eye. Ultimately, when earnings roll around, the numbers on the page and how the tape reacts to them are all that matter.

I have been vocal about my long-term bullish thesis on BSX sharing my entries, options structures, and sizing as we accumulated shares off the washed-out lows. We caught a solid rebound off the bottom. But active risk management requires the discipline to step back when the fundamental picture introduces operational unknowns that can't be reliably quantified:

• The sector precedent: Unfortunately, this isn't an isolated event; we've seen a clear wave of attacks hitting peers across the medtech space this year, including $SYK $ABT $ISRG and $MDT. Stryker’s experience in March is a prime benchmark: their breach crippled ordering, manufacturing, and shipping for weeks, resulting in a Q1 top-and-bottom-line miss. On their earnings call, Stryker CEO Kevin Lobo stated directly:

""The cyber incident had a big impact on our results and affected each of our businesses differently given their varied go-to-market models and processes to record revenue. This resulted in distortions in our first-quarter results that will normalize over the course of the year.""

• Regulatory & operational friction: In medtech, operational recovery isn't just about restoring an IT network or turning servers back on. Manufacturing lines operate inside strict, FDA-validated quality environments. Recalibrating processes, validating batch releases, and clearing backlogs takes time. With key facilities like Cork, Ireland sending production workers home during the outage, the flow of goods has faced measurable friction that will likely spill into quarterly numbers.

• Context on insider buying: Insiders have shown substantial conviction on the way down... CEO Mike Mahoney deployed roughly $9.0 million of personal capital on the open market in early August, alongside multiple director purchases. However, those transactions occurred before this cyber disruption hit. Leadership bought based on long-term valuation and turnaround pipeline visibility, not with foresight of a sudden operational shutdown.

All told, I remain a believer in the Boston Scientific franchise long-term, but turning a blind eye to supply-chain drag and near-term margin risk is a fast way to give back hard-earned profits. I have harvested gains off the washout lows, unwound near-term exposure, and stepped aside for now. If the stock grinds higher without me, so be it... I’d rather let the dust settle and evaluate the actual financial impact in black and white before re-engaging.

Execution discipline over emotion. Good luck out there... and trade 'em well. 😊",Fri Sep 04 17:31:42 +0000 2026,8,1,0
2097265156338462859,twitter,"ตลอดปี 2026 บริษัทเทคโนโลยีและเครื่องมือแพทย์รายใหญ่ในสหรัฐฯ อย่างน้อย 10 แห่งเปิดเผยเหตุโจมตีไซเบอร์หรือถูกเข้าถึงระบบโดยไม่ได้รับอนุญาต ตั้งแต่ Stryker, Medtronic, iRhythm, Baylor Genetics ไปจนถึง Boston Scientific ความเสียหายครอบคลุมทั้งข้อมูลส่วนบุคคลและข้อมูลสุขภาพ ระบบผลิต การจัดส่งสินค้า และบริการบางส่วนที่เกี่ยวข้องกับผู้ป่วย
.
บางกรณีกระทบถึงการเลื่อนการรักษาหรือการเปิดใช้ระบบติดตามผู้ป่วยรายใหม่ ขณะที่หลายบริษัทยืนยันว่าอุปกรณ์การแพทย์ไม่ได้ถูกแฮ็กโดยตรง อ่านต่อเพื่อดูรายละเอียดแต่ละเหตุการณ์ ช่องโหว่ที่ผู้โจมตีใช้ และแนวทาง Cybersecurity ฉบับใหม่ของ FDA ที่สะท้อนว่าความเสี่ยงไม่ได้อยู่แค่ตัวอุปกรณ์ แต่รวมถึงระบบไอที Cloud และบัญชีผู้ใช้งานด้วย
.
#ข้อมูลรั่ว
#โจมตีทางไซเบอร์
#การแพทย์
#บริษัทยา
#เครื่องมือแพทย์ 
#โพสต์ทูเดย์
#Posttoday",Tue Sep 08 10:05:53 +0000 2026,2,1,0
2097268557297995925,twitter,"$BSX Cybersecurity incident likely to materially affect Q3 and FY26 results; Unlikely to meet prior net sales growth and adj EPS guidance - filing (Boston Scientific Corporation)
(More at https://t.co/PH3gojA7J2)",Tue Sep 08 10:19:24 +0000 2026,4,0,1
2097270152161358188,twitter,"Boston Scientific says an August 25 cyberattack is likely to prevent it from meeting Q3 and full-year guidance.

Most manufacturing and distribution systems have been restored, and updated guidance is due October 28.",Tue Sep 08 10:25:44 +0000 2026,2,0,0
2097279490376294670,twitter,Boston Scientific Won’t Meet Guidance Due to Cyberattack https://t.co/SMi6a2TlHp,Tue Sep 08 11:02:50 +0000 2026,4,0,1
2097280528839766213,twitter,Boston Scientific ‘Unlikely to Meet’ Earnings Guidance After Cyberattack. Stock Falls. https://t.co/iGQV47hzik,Tue Sep 08 11:06:58 +0000 2026,1,1,1
2097282803150754105,twitter,"Boston Scientific says cyberattack will materially hit Q3, full-year results $CIBR $HACK $IHAK $BUG $BSX @SeekingAlpha https://t.co/cViUk28W9l",Tue Sep 08 11:16:00 +0000 2026,8,3,0
2097284062855545328,twitter,"Boston Scientific said it likely won’t meet its financial guidance due to the cyberattack that has disrupted its operations, sending shares of the medical-technology company down sharply in premarket trading. https://t.co/kVoPHawY7m",Tue Sep 08 11:21:00 +0000 2026,23,10,15
2097285340398768214,twitter,"$BSX Boston Scientific officially filed an Item 1.05 confirming the cybersecurity incident is likely to have a ""material impact"" on Q3 and FY26 results, stating it is now ""unlikely to meet"" the sales growth and adjusted EPS guidance provided on July 29.

This is a textbook reminder for traders on why separating operational triage from the income statement matters. Systems coming back online is great news for factory floors, but the tape trades earnings power. With formal financial updates deferred until the Oct 28 call, holding through an open liability requires pricing blind variables.

Discipline over cheerleading.",Tue Sep 08 11:26:05 +0000 2026,10,0,2
2097288983856263333,twitter,"🔔 Boston Scientific cybersecurity update

All LATITUDE services are now functioning normally. Affected patients and those with new implants can now be enrolled.

Full update: https://t.co/Uu7MLBHp2n https://t.co/ezhesFOSq1",Tue Sep 08 11:40:34 +0000 2026,3,0,1
2097291364551500214,twitter,"$BSX 47.80 down 2 identified a cybersecurity incident affecting certain information        technology systems and resulting in a global disruption to its        operations, the company said in a Form 8-K filing Tuesday.
The incident, first identified Aug. 25, resulted in a network outage        affecting access to certain operating systems and business applications,        Boston Scientific said.
Boston Scientific said it has not identified evidence of ongoing        unauthorized access and is working with third-party cybersecurity        experts to investigate, assess, and contain the impact of the incident        and restore operations.
As a result of the incident, Boston Scientific expects to recover part        of the impacted revenue but is unlikely to meet its net sales growth and        adjusted EPS guidance ranges for the third quarter and full year 2026,        it said.
Boston Scientific said it does not currently expect the incident to have        a material impact on its long-term financial condition and plans to        update its operational and financial outlook during its third-quarter        results call on Oct. 28.",Tue Sep 08 11:50:01 +0000 2026,3,0,0
